release_date,title,prod_budget,worldwide_gross,genre,average_rating,ROI,release_year,season_released
2017-09-22,Friend Request,9900000,11310835,Thriller,4.0,0.14250858585858586,2017,Fall
2016-12-21,Dangal,9500000,294654618,Biography,8.5,30.01627557894737,2016,Winter
2014-07-18,The Purge: Anarchy,9000000,111534881,Horror,6.5,11.392764555555555,2014,Summer
2016-10-21,Ouija: Origin of Evil,9000000,81831866,Horror,6.1,8.092429555555556,2016,Fall
2016-10-21,Ouija: Origin of Evil,9000000,81831866,Mystery,6.1,8.092429555555556,2016,Fall
2019-02-13,Happy Death Day 2U,9000000,64179495,Horror,6.3,6.131055,2019,Winter
2019-02-13,Happy Death Day 2U,9000000,64179495,Mystery,6.3,6.131055,2019,Winter
2000-10-13,The Contender,9000000,17804273,Documentary,6.7,0.9782525555555556,2000,Fall
2011-08-12,Glee: The 3D Concert Movie,9000000,17462398,Documentary,5.4,0.9402664444444444,2011,Summer
2016-11-04,Loving,9000000,12898064,Biography,7.0,0.43311822222222224,2016,Fall
2013-03-22,The Sapphires,9000000,20395040,Biography,7.0,1.2661155555555557,2013,Spring
2014-10-31,Nightcrawler,8500000,50334418,Thriller,7.9,4.921696235294117,2014,Fall
2019-05-03,The Intruder,8000000,36005871,Horror,5.5,3.500733875,2019,Spring
2019-05-03,The Intruder,8000000,36005871,Mystery,5.5,3.500733875,2019,Spring
2011-09-30,50/50,8000000,41334735,Documentary,7.5,4.166841875,2011,Fall
2015-09-02,A Walk in the Woods,8000000,37119358,Biography,6.3,3.63991975,2015,Fall
2008-03-21,Shutter,8000000,47782426,Thriller,7.7,4.97280325,2008,Spring
2006-05-19,See No Evil,8000000,18828036,Documentary,7.3,1.3535045,2006,Spring
2010-11-19,Made in Dagenham,8000000,15644196,Biography,7.2,0.9555245,2010,Fall
2016-11-18,A Street Cat Named Bob,8000000,17382693,Biography,7.4,1.172836625,2016,Fall
2017-01-13,The Bye Bye Man,7400000,31187727,Horror,4.3,3.214557702702703,2017,Winter
2018-03-16,I Can Only Imagine,7000000,85604221,Biography,7.4,11.22917442857143,2018,Spring
2001-04-11,Kingdom Come,7000000,23393939,Documentary,7.6,2.3419912857142857,2001,Spring
1988-02-12,Action Jackson,7000000,20257000,Thriller,3.3,1.893857142857143,1988,Winter
1983-05-13,Breathless,7000000,19910002,Thriller,5.1,1.844286,1983,Spring
2014-01-17,Devil's Due,7000000,36146087,Horror,4.1,4.163726714285715,2014,Winter
2014-01-17,Devil's Due,7000000,36146087,Mystery,4.1,4.163726714285715,2014,Winter
2014-01-17,Devil's Due,7000000,36146087,Thriller,4.1,4.163726714285715,2014,Winter
2010-06-18,Cyrus,7000000,10062896,Horror,4.7,0.4375565714285714,2010,Summer
2010-06-18,Cyrus,7000000,10062896,Mystery,4.7,0.4375565714285714,2010,Summer
2012-01-13,We Need to Talk About Kevin,7000000,10765283,Mystery,7.5,0.5378975714285714,2012,Winter
2012-01-13,We Need to Talk About Kevin,7000000,10765283,Thriller,7.5,0.5378975714285714,2012,Winter
2012-09-21,House at the End of the Street,6900000,44103982,Horror,5.6,5.391881449275362,2012,Fall
2012-09-21,House at the End of the Street,6900000,44103982,Thriller,5.6,5.391881449275362,2012,Fall
2010-09-17,Incendies,6800000,16038343,Mystery,8.3,1.3585798529411766,2010,Fall
2014-10-03,Annabelle,6500000,256862920,Horror,5.4,38.517372307692305,2014,Fall
2014-10-03,Annabelle,6500000,256862920,Mystery,5.4,38.517372307692305,2014,Fall
2014-10-03,Annabelle,6500000,256862920,Thriller,5.4,38.517372307692305,2014,Fall
2019-03-29,Unplanned,6000000,18107621,Biography,6.3,2.017936833333333,2019,Spring
2019-02-08,The Prodigy,6000000,19789712,Horror,5.9,2.2982853333333333,2019,Winter
2019-02-08,The Prodigy,6000000,19789712,Thriller,5.9,2.2982853333333333,2019,Winter
2018-11-30,The Possession of Hannah Grace,6000000,42785387,Horror,5.2,6.130897833333333,2018,Fall
2018-11-30,The Possession of Hannah Grace,6000000,42785387,Mystery,5.2,6.130897833333333,2018,Fall
2018-11-30,The Possession of Hannah Grace,6000000,42785387,Thriller,5.2,6.130897833333333,2018,Fall
2012-09-07,The Words,6000000,16369708,Mystery,7.1,1.7282846666666667,2012,Fall
2016-01-15,The Lady in the Van,6000000,42320503,Biography,6.7,6.053417166666667,2016,Winter
2012-04-27,Bernie,6000000,10106975,Biography,6.8,0.6844958333333333,2012,Spring
2011-07-29,The Guard,6000000,21197454,Thriller,7.3,2.532909,2011,Summer
2006-12-21,Venus,6000000,7818479,Documentary,7.0,0.3030798333333333,2006,Winter
1996-08-02,Emma,5900000,37831658,Thriller,4.7,5.412145423728814,1996,Summer
2018-09-28,Hell Fest,5500000,18119231,Horror,5.5,2.2944056363636363,2018,Fall
2012-04-27,Hodejegerne,5250000,20188740,Thriller,7.6,2.845474285714286,2012,Spring
2017-02-24,Get Out,5000000,255367951,Horror,7.7,50.0735902,2017,Winter
2017-02-24,Get Out,5000000,255367951,Mystery,7.7,50.0735902,2017,Winter
2017-02-24,Get Out,5000000,255367951,Thriller,7.7,50.0735902,2017,Winter
2011-10-21,Paranormal Activity 3,5000000,207039844,Horror,5.8,40.4079688,2011,Fall
2011-10-21,Paranormal Activity 3,5000000,207039844,Mystery,5.8,40.4079688,2011,Fall
2011-10-21,Paranormal Activity 3,5000000,207039844,Thriller,5.8,40.4079688,2011,Fall
2016-03-11,10 Cloverfield Lane,5000000,108286422,Horror,7.2,20.6572844,2016,Spring
2016-03-11,10 Cloverfield Lane,5000000,108286422,Mystery,7.2,20.6572844,2016,Spring
2016-07-22,Lights Out,5000000,148806510,Horror,6.3,28.761302,2016,Summer
2016-07-22,Lights Out,5000000,148806510,Mystery,6.3,28.761302,2016,Summer
2017-10-13,Happy Death Day,5000000,125010260,Horror,6.5,24.002052,2017,Fall
2017-10-13,Happy Death Day,5000000,125010260,Mystery,6.5,24.002052,2017,Fall
2017-10-13,Happy Death Day,5000000,125010260,Thriller,6.5,24.002052,2017,Fall
2012-10-19,Paranormal Activity 4,5000000,142817992,Horror,4.6,27.5635984,2012,Fall
2012-10-19,Paranormal Activity 4,5000000,142817992,Mystery,4.6,27.5635984,2012,Fall
2012-10-19,Paranormal Activity 4,5000000,142817992,Thriller,4.6,27.5635984,2012,Fall
2014-10-24,Ouija,5000000,103300632,Horror,4.5,19.6601264,2014,Fall
2014-10-24,Ouija,5000000,103300632,Mystery,4.5,19.6601264,2014,Fall
2014-10-24,Ouija,5000000,103300632,Thriller,4.5,19.6601264,2014,Fall
2014-01-03,Paranormal Activity: The Marked Ones,5000000,90904854,Horror,5.0,17.1809708,2014,Winter
2014-01-03,Paranormal Activity: The Marked Ones,5000000,90904854,Mystery,5.0,17.1809708,2014,Winter
2014-01-03,Paranormal Activity: The Marked Ones,5000000,90904854,Thriller,5.0,17.1809708,2014,Winter
2014-04-11,Oculus,5000000,44115496,Horror,6.5,7.8230992,2014,Spring
2014-04-11,Oculus,5000000,44115496,Mystery,6.5,7.8230992,2014,Spring
2013-11-01,Dallas Buyers Club,5000000,60611845,Biography,8.0,11.122369,2013,Fall
2015-08-26,No Escape,5000000,42844516,Thriller,6.8,7.5689032,2015,Summer
2015-02-27,The Lazarus Effect,5000000,38359310,Horror,5.2,6.671862,2015,Winter
2015-02-27,The Lazarus Effect,5000000,38359310,Mystery,5.2,6.671862,2015,Winter
2018-03-09,The Strangers: Prey at Night,5000000,29960051,Horror,5.2,4.9920102,2018,Spring
2014-08-29,"As Above, So Below",5000000,41824066,Horror,6.2,7.3648132,2014,Summer
2014-08-29,"As Above, So Below",5000000,41824066,Mystery,6.2,7.3648132,2014,Summer
2011-09-02,Apollo 18,5000000,26517819,Horror,5.2,4.3035638,2011,Fall
2011-09-02,Apollo 18,5000000,26517819,Mystery,5.2,4.3035638,2011,Fall
2018-03-23,"Paul, Apostle of Christ",5000000,25529498,Biography,6.7,4.1058996,2018,Spring
2014-10-10,Addicted,5000000,17499242,Thriller,5.2,2.4998484,2014,Fall
2017-06-09,It Comes at Night,5000000,19720203,Horror,6.2,2.9440406,2017,Summer
2017-06-09,It Comes at Night,5000000,19720203,Mystery,6.2,2.9440406,2017,Summer
2017-03-03,Before I Fall,5000000,18945682,Mystery,6.4,2.7891364,2017,Spring
2017-03-17,The Belko Experiment,5000000,11792942,Horror,6.1,1.3585884,2017,Spring
2017-03-17,The Belko Experiment,5000000,11792942,Thriller,6.1,1.3585884,2017,Spring
2001-04-27,The Forsaken,5000000,6755271,Horror,6.3,0.3510542,2001,Spring
2001-04-27,The Forsaken,5000000,6755271,Thriller,6.3,0.3510542,2001,Spring
2018-09-21,Fahrenheit 11/9,5000000,6653715,Documentary,6.7,0.330743,2018,Fall
2010-05-28,Sea Rex 3D: Journey to a Prehistoric World,5000000,16515203,Documentary,6.9,2.3030406,2010,Spring
2016-12-02,Incarnate,5000000,9371036,Horror,5.3,0.8742072,2016,Winter
2016-12-02,Incarnate,5000000,9371036,Thriller,5.3,0.8742072,2016,Winter
2014-10-10,Kill the Messenger,5000000,6656705,Biography,7.0,0.331341,2014,Fall
2012-08-17,The Awakening,4900000,6924321,Horror,2.4,0.41312673469387756,2012,Summer
2012-08-17,The Awakening,4900000,6924321,Thriller,2.4,0.41312673469387756,2012,Summer
2011-09-30,Take Shelter,4750000,4972016,Horror,7.4,0.04674021052631579,2011,Fall
2011-09-30,Take Shelter,4750000,4972016,Thriller,7.4,0.04674021052631579,2011,Fall
1996-10-04,Bound,4500000,7011317,Thriller,3.5,0.5580704444444444,1996,Fall
1990-10-19,Night of the Living Dead,4200000,5835247,Horror,5.3,0.38934452380952383,1990,Fall
2015-01-23,The Boy Next Door,4000000,53401938,Horror,4.7,12.3504845,2015,Winter
2015-01-23,The Boy Next Door,4000000,53401938,Thriller,4.7,12.3504845,2015,Winter
2013-03-01,The Last Exorcism Part II,4000000,25448707,Horror,4.0,5.36217675,2013,Spring
2013-03-01,The Last Exorcism Part II,4000000,25448707,Thriller,4.0,5.36217675,2013,Spring
2000-08-04,Saving Grace,4000000,27786849,Horror,5.6,5.94671225,2000,Summer
2016-05-13,The Darkness,4000000,10898293,Horror,4.4,1.72457325,2016,Spring
2016-05-13,The Darkness,4000000,10898293,Thriller,4.4,1.72457325,2016,Spring
2008-04-11,The Visitor,4000000,19174817,Documentary,6.0,3.79370425,2008,Spring
2007-05-25,Bug,4000000,8302995,Mystery,4.6,1.07574875,2007,Spring
2007-05-25,Bug,4000000,8302995,Thriller,4.6,1.07574875,2007,Spring
2012-08-24,Samsara,4000000,5966671,Documentary,8.5,0.49166775,2012,Summer
2018-04-13,Truth or Dare,3500000,95127344,Horror,5.6,26.179241142857144,2018,Spring
2018-04-13,Truth or Dare,3500000,95127344,Mystery,5.6,26.179241142857144,2018,Spring
2018-02-02,Winchester,3500000,44378040,Biography,5.4,11.67944,2018,Winter
2013-02-22,Dark Skies,3500000,27704111,Horror,6.3,6.9154602857142855,2013,Winter
2013-02-22,Dark Skies,3500000,27704111,Thriller,6.3,6.9154602857142855,2013,Winter
2018-05-18,First Reformed,3500000,3874772,Mystery,7.1,0.10707771428571429,2018,Spring
2018-05-18,First Reformed,3500000,3874772,Thriller,7.1,0.10707771428571429,2018,Spring
2011-06-10,Trolljegeren,3500000,5706638,Horror,7.0,0.630468,2011,Summer
2011-10-21,Margin Call,3400000,20433227,Thriller,7.1,5.009772647058823,2011,Fall
2010-10-20,Paranormal Activity 2,3000000,177512032,Horror,5.7,58.17067733333333,2010,Fall
2013-06-07,The Purge,3000000,91266581,Horror,5.7,29.422193666666665,2013,Summer
2013-06-07,The Purge,3000000,91266581,Thriller,5.7,29.422193666666665,2013,Summer
2012-10-12,Sinister,3000000,87727807,Horror,6.8,28.242602333333334,2012,Fall
2012-10-12,Sinister,3000000,87727807,Mystery,6.8,28.242602333333334,2012,Fall
2012-10-12,Sinister,3000000,87727807,Thriller,6.8,28.242602333333334,2012,Fall
2018-06-01,Upgrade,3000000,16553285,Thriller,7.6,4.517761666666667,2018,Summer
2017-10-27,Let There Be Light,3000000,7241309,Documentary,6.7,1.4137696666666666,2017,Fall
1998-10-16,Happiness,3000000,5746453,Documentary,7.1,0.9154843333333333,1998,Fall
2017-05-12,The Wall,3000000,4495262,Documentary,9.2,0.4984206666666667,2017,Spring
2005-03-25,Oldboy,3000000,6239723,Mystery,5.8,1.0799076666666667,2005,Spring
2018-10-26,Indivisible,2700000,3588305,Documentary,7.2,0.3290018518518519,2018,Fall
2013-07-03,Kevin Hart: Let Me Explain,2500000,32327255,Documentary,6.8,11.930902,2013,Summer
2015-03-13,It Follows,2000000,23250755,Horror,6.9,10.6253775,2015,Spring
2015-03-13,It Follows,2000000,23250755,Mystery,6.9,10.6253775,2015,Spring
2012-03-09,Silent House,2000000,16610760,Horror,5.3,7.30538,2012,Spring
2012-03-09,Silent House,2000000,16610760,Mystery,5.3,7.30538,2012,Spring
2010-06-11,Winter's Bone,2000000,16131551,Mystery,7.2,7.0657755,2010,Summer
2014-10-10,Meet the Mormons,2000000,6049171,Documentary,6.9,2.0245855,2014,Fall
2010-10-08,Inside Job,2000000,7799257,Documentary,8.3,2.8996285,2010,Fall
2015-09-18,Captive,2000000,2791973,Thriller,6.0,0.3959865,2015,Fall
2014-11-28,The Babadook,2000000,7482387,Horror,6.8,2.7411935,2014,Fall
2015-04-07,Lost River,2000000,2009644,Mystery,5.8,0.004822,2015,Spring
2015-10-09,Knock Knock,2000000,6328516,Thriller,4.9,2.164258,2015,Fall
2010-09-24,Buried,1987650,21270290,Mystery,7.0,9.701225064774986,2010,Fall
2010-09-24,Buried,1987650,21270290,Thriller,7.0,9.701225064774986,2010,Fall
2010-08-27,The Last Exorcism,1800000,70165900,Horror,5.6,37.98105555555556,2010,Summer
2010-08-27,The Last Exorcism,1800000,70165900,Thriller,5.6,37.98105555555556,2010,Summer
2010-10-15,N-Secure,1600000,2595644,Thriller,3.6,0.6222775,2010,Fall
2011-04-01,Insidious,1500000,99870886,Horror,6.9,65.58059066666667,2011,Spring
2011-04-01,Insidious,1500000,99870886,Mystery,6.9,65.58059066666667,2011,Spring
2011-04-01,Insidious,1500000,99870886,Thriller,6.9,65.58059066666667,2011,Spring
2003-09-12,Cabin Fever,1500000,30351664,Horror,3.7,19.234442666666666,2003,Fall
2018-03-23,Unsane,1500000,14244931,Horror,6.4,8.496620666666667,2018,Spring
2018-03-23,Unsane,1500000,14244931,Mystery,6.4,8.496620666666667,2018,Spring
2013-02-01,The Gatekeepers,1500000,2592308,Documentary,7.6,0.7282053333333334,2013,Winter
2013-04-19,The Lords of Salem,1500000,1541131,Horror,5.1,0.027420666666666666,2013,Spring
2013-04-19,The Lords of Salem,1500000,1541131,Thriller,5.1,0.027420666666666666,2013,Spring
2014-10-03,La chambre bleue,1400000,1945420,Thriller,6.3,0.3895857142857143,2014,Fall
2006-04-07,Simon,1300000,1738663,Thriller,4.8,0.33743307692307695,2006,Spring
2012-03-23,Serbuan maut,1100000,9297407,Thriller,7.6,7.452188181818181,2012,Spring
2012-01-06,The Devil Inside,1000000,101759490,Horror,4.2,100.75949,2012,Winter
2015-04-17,Unfriended,1000000,64364198,Horror,5.6,63.364198,2015,Spring
2015-04-17,Unfriended,1000000,64364198,Mystery,5.6,63.364198,2015,Spring
2015-04-17,Unfriended,1000000,64364198,Thriller,5.6,63.364198,2015,Spring
2013-08-23,You're Next,1000000,26887177,Horror,6.6,25.887177,2013,Summer
2012-05-25,Chernobyl Diaries,1000000,42411721,Horror,5.0,41.411721,2012,Spring
2012-05-25,Chernobyl Diaries,1000000,42411721,Mystery,5.0,41.411721,2012,Spring
2012-05-25,Chernobyl Diaries,1000000,42411721,Thriller,5.0,41.411721,2012,Spring
1981-04-10,The Howling,1000000,17985000,Horror,2.6,16.985,1981,Spring
2018-07-20,Unfriended: Dark Web,1000000,16434588,Horror,5.9,15.434588,2018,Summer
2018-07-20,Unfriended: Dark Web,1000000,16434588,Mystery,5.9,15.434588,2018,Summer
2015-09-25,The Green Inferno,1000000,12931420,Horror,5.3,11.93142,2015,Fall
2017-02-03,I Am Not Your Negro,1000000,9617402,Documentary,7.8,8.617402,2017,Winter
2012-10-19,The Sessions,1000000,11495204,Biography,7.2,10.495204,2012,Fall
2011-10-21,Martha Marcy May Marlene,1000000,5438911,Mystery,6.9,4.438911,2011,Fall
2011-10-21,Martha Marcy May Marlene,1000000,5438911,Thriller,6.9,4.438911,2011,Fall
2001-12-07,No Man's Land,1000000,2684207,Documentary,7.7,1.684207,2001,Winter
2017-10-06,Visages villages,1000000,4015686,Documentary,7.9,3.015686,2017,Fall
2000-12-01,Panic,1000000,1425707,Mystery,6.1,0.425707,2000,Winter
2000-12-01,Panic,1000000,1425707,Thriller,6.1,0.425707,2000,Winter
2013-07-19,The Act of Killing,1000000,1227316,Documentary,8.2,0.227316,2013,Summer
2013-07-12,Fruitvale Station,900000,17549645,Biography,7.5,18.499605555555554,2013,Summer
2016-04-01,Meet the Blacks,900000,9097072,Horror,5.9,9.107857777777777,2016,Spring
2011-12-30,Jodaeiye Nader az Simin,800000,24426169,Thriller,8.3,29.53271125,2011,Winter
2011-09-09,Kevin Hart: Laugh at My Pain,750000,7712436,Documentary,7.4,9.283248,2011,Fall
2012-02-03,The Innkeepers,750000,1011535,Horror,5.5,0.3487133333333333,2012,Winter
2012-02-03,The Innkeepers,750000,1011535,Mystery,5.5,0.3487133333333333,2012,Winter
2011-07-08,Sholem Aleichem: Laughing in the Darkness,500000,1131261,Documentary,6.8,1.262522,2011,Summer
2010-10-29,Monsters,500000,5639730,Thriller,6.4,10.27946,2010,Fall
2011-04-01,Rubber,500000,680914,Horror,5.8,0.361828,2011,Spring
2014-04-25,Blue Ruin,420000,437002,Thriller,7.1,0.04048095238095238,2014,Spring
2008-10-24,Heroes,400000,655538,Documentary,7.3,0.638845,2008,Fall
2004-10-06,Tarnation,400000,1162014,Horror,3.5,1.905035,2004,Fall
2010-10-15,I Want Your Money,400000,433588,Documentary,5.1,0.08397,2010,Fall
1980-01-01,Maniac,350000,10000000,Horror,4.8,27.571428571428573,1980,Winter
1980-01-01,Maniac,350000,10000000,Thriller,4.8,27.571428571428573,1980,Winter
2012-08-17,Compliance,270000,830700,Biography,6.4,2.0766666666666667,2012,Summer
1981-05-01,Graduation Day,250000,23894000,Thriller,5.0,94.576,1981,Spring
2012-07-20,Burn,225000,1109276,Documentary,7.5,3.9301155555555556,2012,Summer
2015-06-19,The Overnight,200000,1165996,Mystery,6.1,4.82998,2015,Summer
2012-04-27,Sound of My Voice,135000,429448,Mystery,6.6,2.181096296296296,2012,Spring
2015-07-10,The Gallows,100000,41656474,Horror,4.2,415.56474,2015,Summer
2015-07-10,The Gallows,100000,41656474,Mystery,4.2,415.56474,2015,Summer
2015-07-10,The Gallows,100000,41656474,Thriller,4.2,415.56474,2015,Summer
2000-01-14,The Terrorist,25000,195043,Thriller,6.5,6.80172,2000,Winter
